Clinic_Name,Clinic_Street_Address,Clinic_City,Clinic_State,Clinic_Zip,County,Broken_Vial_Syringe,Vaccine_Drawn_But_Not_Administer,Lost_Or_Unaccounted_For_Vaccine,Open_Vial_But_Not_Administered,Other,Spoilage,Georeferenced Latitude & Longitude
Tower Health-Gateway Fam Med,1020 Grings Hill Road,Reading,Pennsylvania,19608,Berks,12,0,55,2,252,72,POINT (-76.007806 40.291687)
PSHCMG-Downtown Pediatrics,145 North 6th Street Pediatrics,Reading,Pennsylvania,19601,Berks,0,0,0,0,131,0,POINT (-75.925814 40.338125)
GIANT PHARMACY-6094,471 S OXFORD VALLEY ROAD,FAIRLESS HILLS,PA,19030,Bucks,0,0,0,4,2507,192,POINT (-74.85226 40.171296)
WellSpan Ped Medic East Market,2003 East Market Street,York,Pennsylvania,17402,York,0,0,0,10,667,0,POINT (-76.687953 39.97352)
MARTINS PHARMACY-6325,22 HOOVER AVENUE,DUBOIS,PA,15801,Clearfield,0,0,0,887,636,10,POINT (-78.756212 41.120936)
PMA-Family Practice PC Forest Hills,2140 Ardmore Blvd,Pittsburgh,Pennsylvania,15221,Allegheny,0,0,0,0,231,13,POINT (-79.849205 40.418464)
Famcare Pharmacy,1429 BURGETTSTOWN PLAZA,Burgettstown,Pennsylvania,15021,Washington,0,0,0,0,322,86,POINT (-80.392961 40.381549)
Torresdale Pediatrics,2217 Bristol Pike,Bensalem,Pennsylvania,19020,Bucks,0,0,0,0,61,0,POINT (-74.950644 40.077534)
CHOP Care Network-Norristown,1437 Dekalb Street,Norristown,Pennsylvania,19401,Montgomery,0,0,0,55,3047,252,POINT (-75.332612 40.123945)
VDI-Mill Hall Pharmacy Inc,260 Main Street,Mill Hall,Pennsylvania,17751,Clinton,0,0,0,389,3672,1362,POINT (-77.484734 41.103677)
VDI-Port Allegany Phamacy,54-56 North Main street,Port Allegany,Pennsylvania,16743,McKean,0,0,0,43,1346,7,POINT (-78.283786 41.815498)
GIANT PHARMACY-6457,7150 HAMILTON BOULEVARD,TREXLERTOWN,PA,18087,Lehigh,0,0,0,315,2669,1136,POINT (-75.593699 40.551865)
VDI-Birdsboro Pharmacy,200 W First Street,Birdsboro,Pennsylvania,19508,Berks,0,0,0,48,992,0,POINT (-75.808762 40.263465)
Heritage Valley Hlth Sys Beaver,1000 Dutch Ridge Road,Beaver,Pennsylvania,15009,Beaver,30,84,0,37,904,214,POINT (-80.324614 40.710483)
WVU Medicine Uniontown Pediatrics,116 Matthew Drive Uniontown,Uniontown,Pennsylvania,15401,Fayette,0,0,0,0,891,20,POINT (-79.755868 39.907976)
MNPG Blue Course Drive Int Med,1700 Old Gatesburg Rd,State College,Pennsylvania,16803,Centre,0,0,0,0,5,0,POINT (-77.886429 40.783331)
Nemours Childrens Health-Concordville,1020 Baltimore Pike,Glen Mills,Pennsylvania,19342,Delaware,0,0,0,0,327,0,POINT (-75.538144 39.882943)
Guthrie Dushore Family Practice,102 East Main Street PO Box 417,Dushore,Pennsylvania,18614,Sullivan,0,0,0,10,52,0,POINT (-76.400602 41.524021)
WellSpan Internal Medicine New Holland,435 S Kinzer Avenue,New Holland,Pennsylvania,17557,Lancaster,6,0,0,16,248,12,POINT (-76.073006 40.097895)
Indiana University of PA Hlth Srvc,901 Maple Street,Indiana,Pennsylvania,15705,Indiana,0,0,0,426,440,112,POINT (-79.157875 40.614684)
WellSpan Internal Medicine Ephrata,"446 N Reading Rd, Suite 301",Ephrata,Pennsylvania,17522,Lancaster,0,0,0,3,426,30,POINT (-76.171237 40.195418)
UPMC-Latterman Family Health Center,2347 5th Avenue,Mc Keesport,Pennsylvania,15132,Allegheny,0,0,0,29,2568,120,POINT (-79.836366 40.354359)
WellSpan Family Medicine-Cross Keys,2900 Carlisle Pike,New Oxford,Pennsylvania,17350,Adams,0,0,0,0,643,0,POINT (-77.023276 39.865695)
AHOLD USA-GIANT PHARMACY 6023,700 NUTT RD,Phoenixville,Pennsylvania,19460,Chester,0,0,0,53,1650,133,POINT (-75.535094 40.132217)
My Kids Pediatric Partners PC,1102 Highway 315 Blvd,Wilkes Barre,Pennsylvania,18702,Luzerne,0,0,0,3,2367,1006,
Guthrie Clinic Sayre,1 GUTHRIE SQ Sayre PA,Sayre,Pennsylvania,18840,Bradford,0,0,0,23,1286,0,POINT (-76.519204 41.980904)
Value Specialty Pharmacy,1333 Plank Road,Duncansville,Pennsylvania,16635,Blair,0,0,0,282,1460,1863,POINT (-78.598168 40.47812)
VDI-Applebys Drug Store Inc,133 East Shirley Street,Mount Union,Pennsylvania,17066,Huntingdon,0,0,0,34,1664,450,POINT (-77.877268 40.381179)
VDI-Gaughns Drug Store,348 Pennsylvania Ave W,Warren,Pennsylvania,16365,Warren,0,0,0,33,1891,96,POINT (-79.149306 41.844947)
VNA Comm Svcs Peds Hlth Ctr,1421 Highland Avenue,Abington,Pennsylvania,19001,Montgomery,0,0,0,111,21,310,POINT (-75.118761 40.1223)
UPMC-Urgent Care at Franklin,464 Allegheny Avenue,FRANKLIN,PA,163236259,Venango,0,0,0,0,100,0,POINT (-79.811653 41.401175)
Dallastown Medical Associates LLP,1010 Blymire Road,Dallastown,Pennsylvania,17313,York,0,0,0,42,1165,1818,POINT (-76.647767 39.888031)
Hyndman Area Health Center Bedford,104 Railroad Street,Bedford,Pennsylvania,15522,Bedford,0,0,0,19,2171,1486,POINT (-78.503049 40.021973)
GIANT PHARMACY-6304,4211 UNION DEPOSIT RD,HARRISBURG,PA,17111,Dauphin,0,0,0,61,1429,65,POINT (-76.816096 40.278885)
GIANT PHARMACY-6501,850 EAST MAIN STREET,EPHRATA,PA,17522,Lancaster,0,0,0,59,2467,970,POINT (-76.157833 40.165002)
PHN Shamokin Comm Hlth Ctr,531 North Franklin Street,Shamokin,Pennsylvania,17872,Northumberland,0,0,0,4,320,60,POINT (-76.550305 40.791462)
PPCP Preferd Prim Cre Phys Parent,701 Technology Dr MANOR OAK II,Canonsburg,Pennsylvania,15317,Washington,0,0,0,0,120,0,
GIANT PHARMACY-6443,925 NORLAND AVENUE,CHAMBERSBURG,PA,17201,Franklin,0,1,0,13,819,0,POINT (-77.6307 39.940982)
Pottstown Discount Pharmacy,1501 E HIGH ST,Pottstown,Pennsylvania,19464,Montgomery,0,0,0,9,4366,0,POINT (-75.615087 40.244051)
Redners Pharmacy #38,110 Northside Commons,Palmyra,Pennsylvania,17078,Lebanon,0,0,0,3,54,0,POINT (-76.589764 40.284258)
WellSpan York Hospital OB/GYN,1101 Edgar Street,York,Pennsylvania,17403,York,0,0,0,6,203,0,POINT (-76.710854 39.951284)
PhysicianCare P.C. Towanda,71 Hospital Drive,Towanda,Pennsylvania,18848,Bradford,0,0,0,350,2791,2783,POINT (-76.448978 41.783592)
Sadler Health Center,100 North Hanover Street,Carlisle,Pennsylvania,17013,Cumberland,10,0,0,180,2282,750,POINT (-77.18887 40.203176)
UPMC-INT MED ASSOC CRNBRY,20130 PERRY HIGHWAY,CRANBERRY TWP,PA,160665119,Butler,0,0,0,0,593,112,
GIANT PHARMACY-6506,50 E WYNNEWOOD RD STORE #2,Wynnewood,Pennsylvania,19096,Montgomery,0,0,0,54,2660,0,POINT (-75.273075 40.002424)
Nemours DuPont Ped Collegeville,100 Campus Drive,Collegeville,Pennsylvania,19426,Montgomery,10,10,0,120,1813,210,POINT (-75.467711 40.158904)
AHN-AC IM UNITED PHYSICIANS,305 Seventh Street,New Kensington,Pennsylvania,15068,Westmoreland,0,0,0,54,764,0,POINT (-79.766371 40.562297)
Union Medical-New Holland Ave,802 New Holland Avenue,Lancaster,Pennsylvania,17602,Lancaster,0,0,0,0,280,0,POINT (-76.289584 40.051741)
WFM Plymouth Rd,1010 PLYMOUTH RD,York,Pennsylvania,17402,York,0,0,0,0,48,0,POINT (-76.666351 39.959724)
EAST NORRITON PHARMACY,215 W GERMANTOWN PIKE,East Norriton,Pennsylvania,19401,Montgomery,0,0,0,28,5700,1208,POINT (-75.323482 40.146344)
Wellspan Fam Medic Spring Grove,430 North Main Street,Spring Grove,Pennsylvania,17362,York,0,0,6,64,713,74,POINT (-76.862402 39.884143)
Fam Hlth Care Ctr of Punxsutawney,83 Hillcrest Drive,Punxsutawney,Pennsylvania,15767,Jefferson,0,0,0,5,582,0,POINT (-79.000112 40.960155)
PHN-Sharon Medical Group Pediatrics,63 Pitt Street,Sharon,Pennsylvania,16146,Mercer,0,0,0,27,851,90,POINT (-80.507917 41.23373)
AHN-Forbes Family Medicine,2550 Mosside Blvd 5th FL,Monroeville,Pennsylvania,15146,Allegheny,0,0,0,4,967,215,POINT (-79.753081 40.427159)
AHN-AC FM DEER LAKES-CHESWICK,1304 Pittsburgh Street,CHESWICK,PA,150241447,Allegheny,0,0,0,12,512,0,POINT (-79.802149 40.541095)
AHN-AC IM FHP HILLCREST,420 Hillcrest Avenue,Grove City,Pennsylvania,16127,Mercer,0,0,0,0,510,0,POINT (-80.086914 41.166925)
GIANT PHARMACY-6335,2651 MacArthur Rd,Whitehall,Pennsylvania,18052,Lehigh,0,0,0,37,2300,716,POINT (-75.492898 40.645121)
American HealthCare Group,733 Washington Road Suite 102,Pittsburgh,Pennsylvania,15228,Allegheny,0,5,0,1547,872,4071,POINT (-80.045385 40.37921)
CHOP Care Network-Flourtown,821 Bethlehem Pike,Erdenheim,Pennsylvania,19038,Montgomery,10,6,0,3252,978,1431,POINT (-75.213276 40.095544)
UPMC Altoona,620 HOWARD AVENUE,ALTOONA,PENNSYLVANIA,16601,Blair,10,0,0,149,3426,184,POINT (-78.398107 40.521222)
Lancaster Pediatric Associates,2106 Harrisburg Pike,Lancaster,Pennsylvania,17601,Lancaster,11,0,0,70,2085,140,POINT (-76.35333 40.066979)
AHN St Vincent Family Med Center,311 West 24th Street,Erie,Pennsylvania,16502,Erie,0,0,0,722,812,282,POINT (-80.081412 42.111187)
CHOP Primary Care HighPoint,100 Manor Dr,Chalfont,Pennsylvania,18914,Bucks,0,0,0,3,3414,0,
Nemours DuPont Pediatrics-Exton,101 Arrandale Blvd,Exton,Pennsylvania,19341,Chester,10,0,0,167,1694,1802,POINT (-75.659331 40.021971)
Centerville Clinics-Carmichaels,601 West George Street,Carmichaels,Pennsylvania,15320,Greene,0,0,0,7,1293,110,POINT (-79.983245 39.890707)
UPMC-White Oak PC,2001 Lincoln Way,White Oak,Pennsylvania,15131,Allegheny,0,0,6,139,1219,10,POINT (-79.804248 40.334353)
WellSpan Internal Med Freedom Way,2350 Freedom Way,York,PA,17402,York,0,0,0,2,356,0,POINT (-76.679304 39.934318)
PHN-Oil City Health Center,811 Grandview Road,Oil City,Pennsylvania,16301,Venango,0,0,0,17,315,150,POINT (-79.6883 41.441352)
PHN-Titusville Community Health,120 South Martin St,Titusville,Pennsylvania,16354,Crawford,0,0,0,28,293,75,POINT (-79.671599 41.625877)
UPMC-Urgent Care at Robinson,6500 STEUBENVILLE PIKE,Pittsburgh,Pennsylvania,15205,Allegheny,0,0,0,0,100,0,POINT (-80.159294 40.448563)
GIANT PHARMACY-6471,86 GLOCKER WAY,POTTSTOWN,PA,19465,Chester,0,1,0,12,2873,0,POINT (-75.657585 40.208874)
LGHP-Willow Street Family Medicine,222 Willow Valley Lakes Drive,Willow Street,Pennsylvania,17584,Lancaster,0,0,0,15,529,0,POINT (-76.273721 39.986512)
CCN West Chester,770 Miles Rd,West Chester,Pennsylvania,19380,Chester,0,0,0,0,500,0,POINT (-75.627925 39.96405)
The Hometown Pharmacy-Center,3589 BRODHEAD RD,Monaca,Pennsylvania,15061,Beaver,0,0,0,17,1628,0,POINT (-80.31634 40.658601)
GIANT PHARMACY-6046,2721 STREET ROAD,BENSALEM,PA,19020,Bucks,0,6,0,151,2248,1159,POINT (-74.953274 40.110554)
Allentown Health Bureau,Alliance Hall 245 North 6th Street,Allentown,Pennsylvania,18102,Lehigh,4,0,0,761,6213,431,
SLUHHN-Miners,360 W. Ruddle St,Coaldale,Pennsylvania,18218,Schuylkill,0,0,0,70,154,66,POINT (-75.914152 40.821619)
LGH-NORLANCO FAMILY MEDICINE,418 Cloverleaf  Rd,Elizabethtown,Pennsylvania,17022,Lancaster,0,0,0,39,862,21,POINT (-76.563335 40.133403)
LVPG Pediatrics-Fogelsville,1431 Nursery St,Fogelsville,Pennsylvania,18051,Lehigh,0,0,0,0,1239,40,POINT (-75.632235 40.593251)
AHOLD USA-GIANT PHARMACY-6243,CEDAR CREST AND TILGHMAN,ALLENTOWN,PA,18104,Lehigh,0,0,0,99,2012,1134,
GIANT PHARMACY-6300,3175 CAPE HORN ROAD,RED LION,PA,17356,York,0,0,0,190,1363,148,POINT (-76.63098 39.917671)
GIANT PHARMACY-6319,202 CHESTNUT ST,Coplay,Pennsylvania,18037,Lehigh,0,0,0,12,3242,0,POINT (-75.493657 40.673844)
GIANT PHARMACY-6106,6542 LOWER YORK RD,New Hope,Pennsylvania,18938,Bucks,0,0,0,18,2298,225,POINT (-74.977248 40.359166)
Lehigh Valley Pediatric Assoc Inc,401 North 17th Street,Allentown,Pennsylvania,18104,Lehigh,10,0,0,53,242,77129,POINT (-75.494914 40.602276)
GIANT PHARMACY-6050,2641 SHILLINGTON ROAD,READING,PA,19608,Berks,0,0,0,99,2852,642,POINT (-75.999989 40.315465)
UPMC-Urgent Care at Wexford,11360 Perry Highway,WEXFORD,PA,150908333,Allegheny,0,0,0,0,103,0,POINT (-80.053829 40.623062)
UPMC Shadyside FHC Faculty,5215 Centre Avenue,Pittsburgh,Pennsylvania,15232,Allegheny,0,0,0,141,2221,417,POINT (-79.940982 40.455196)
LVPG Pediatrics-Stroudsburg,205 Applegate Road,Stroudsburg,Pennsylvania,18360,Monroe,0,0,0,0,116,0,POINT (-75.249674 40.994217)
DR MOLLY TROSTLE DO INTERNAL MED,881 Hills Plaza Dr,Ebensburg,Pennsylvania,15931,Cambria,0,0,0,33,134,0,POINT (-78.759089 40.469526)
UPMC-Shadyside,5230 Centre Avenue,Pittsburgh,Pennsylvania,15232,Allegheny,0,0,0,119,4038,1297,POINT (-79.94113 40.45514)
St Chris Care at Yardley Pediatrics,680 Heacock Road,Yardley,Pennsylvania,19067,Bucks,10,125,25,432,179,340,POINT (-74.870882 40.221564)
Advocare Broomall Ped Lawrence Prk,1991 Sproul Road Lawrence Park Center,Broomall,Pennsylvania,19008,Delaware,23,4,0,248,980,379,
GIANT PHARMACY-6120,255 CUMBERLAND PARKWAY,MECHANICSBURG,PA,17055,Cumberland,11,0,0,1346,228,0,POINT (-76.982548 40.193781)
Evergreen Pharmacy,1222 Welsh Rd,North Wales,Pennsylvania,19454,Montgomery,0,0,0,758,566,1049,POINT (-75.255277 40.224614)
Primary Care Monroeville,4217 Northern Pike,Monroeville,Pennsylvania,15146,Allegheny,6,0,0,15,406,0,POINT (-79.758644 40.433589)
Tower Health-Int Med Wyomissing THMG,950A N. Wyomissing Boulevard,Wyomissing,Pennsylvania,19610,Berks,0,0,0,5,223,78,POINT (-75.964382 40.339133)
Zero Pediatrics PLLC,1000 Meade Street,Dunmore,Pennsylvania,18512,Lackawanna,10,0,0,102,1148,753,POINT (-75.627506 41.411902)
UPMC-St Margaret Hospital,815 Freeport   Road,Pittsburgh,Pennsylvania,15215,Allegheny,12,3,4,1123,2295,3981,POINT (-79.896237 40.487527)
CHOP Care Network-Haverford,663 West Lancaster Avenue,Bryn Mawr,Pennsylvania,19010,Delaware,0,0,0,0,3513,348,POINT (-75.312764 40.018746)
VDI-Williams Valley Pharmacy,226 East Grand Avenue,Tower City,PA,17980,Schuylkill,0,0,0,645,1641,4596,POINT (-76.556397 40.58863)
VDI-Blandon Pharmacy,104 Anna Ave,Blandon,Pennsylvania,19510,Berks,0,0,0,256,1604,171,POINT (-75.868489 40.44312)
UPMC-RHMS GREENFIELD IM,300 STATE STREET,Erie,Pennsylvania,16507,Erie,0,0,0,0,166,0,POINT (-80.08688 42.131897)
Integrated Health 21,2403 SIDNEY STREET SUITE 220,Pittsburgh,Pennsylvania,15203,Allegheny,0,0,0,823,1088,120,POINT (-79.96965 40.428767)
Centerville Clinics-Uniontown,86 McClellandtown Rd,Uniontown,Pennsylvania,15401,Fayette,10,0,0,46,1664,20,POINT (-79.73609 39.902345)
The Hometown Pharmacy-Grove City,49 Pine Grove Sq,Grove City,Pennsylvania,16127,Mercer,0,0,0,0,113,666,POINT (-80.111412 41.167134)
West Reading Drug Store,538 PENN AVE,West Reading,Pennsylvania,19611,Berks,0,0,0,676,2500,312,POINT (-75.949059 40.335732)
Central Outreach Wellness Center,127 ANDERSON ST,Pittsburgh,Pennsylvania,15212,Allegheny,0,1,0,314,1039,493,POINT (-80.000677 40.448772)
Wellspan Aspers Health Center,2060 Carlisle Road,Aspers,Pennsylvania,17304,Adams,0,0,0,0,637,0,POINT (-77.232849 39.982925)
Centerville Clinics-Charleroi,200 Chamber Plaza Charleroi Medical and Dental,Charleroi,Pennsylvania,15022,Washington,0,0,0,30,844,0,POINT (-79.897663 40.140493)
CHOP Care Network-Kennett Square,817 East Baltimore Pike,Kennett Square,Pennsylvania,19348,Chester,0,0,0,0,4248,234,POINT (-75.685106 39.860976)
Jacksonville Family Medicine Center,29 Saltsburg Road,Clarksburg,Pennsylvania,15725,Indiana,0,0,0,0,47,0,POINT (-79.299222 40.540065)
The Medicine Shoppe-Hermitage,1740 E State St.,Hermitage,Pennsylvania,16148,Mercer,0,0,0,48,909,908,POINT (-80.477432 41.233272)
PMA-Pediatrics Penn Hills,310 Rodi Road,Pittsburgh,Pennsylvania,15235,Allegheny,0,0,0,0,580,0,POINT (-79.823874 40.460699)
Lewistown Community Health Center,106 Derry Heights Blvd,Lewistown,Pennsylvania,17044,Mifflin,0,0,0,0,125,0,
LVPG Pediatrics-West Broad,325 West Broad Street 2nd Floor,Bethlehem (Part-Lehigh),Pennsylvania,18018,Lehigh,0,0,0,0,1563,0,POINT (-75.387486 40.622434)
Penn State Hershey Pediatrics,35 Hope Drive,Hershey,Pennsylvania,17033,Dauphin,0,0,0,0,87,0,POINT (-76.661234 40.269039)
Norristown Hlth Cntr-Montgom Cnty,1430 DeKalb Street 2nd Floor,Norristown,Pennsylvania,19404,Montgomery,20,0,0,7071,452,4496,POINT (-75.332915 40.123731)
UPMC-Urgent Care at Pleasant Hills,617 CLAIRTON BLVD,PLEASANT HILLS,PA,152363811,Allegheny,0,0,0,0,0,100,POINT (-79.94561 40.331148)
UPMC Pinnacle Harrisburg,RX DEPT 111 S FRONT ST,Harrisburg,Pennsylvania,17101,Dauphin,0,0,0,1516,6158,144,
Tower Health-Pottstown Hospital,1600 East High St.,Pottstown,Pennsylvania,19464,Montgomery,10,0,0,341,598,739,POINT (-75.612074 40.243957)
Lion Pharmacy,10 West Broadway,Red Lion,Pennsylvania,17356,York,0,0,0,3,122,0,POINT (-76.60623 39.900756)
GIANT PHARMACY-6427,315 N YORK ROAD,Willow Grove,Pennsylvania,19090,Montgomery,0,0,0,257,3681,150,
Dao Pharm Inc DBA Rios Pharm,35 South Morton Ave.,Morton,Pennsylvania,19070,Delaware,0,0,0,0,4207,3004,POINT (-75.328126 39.906848)
Schuylkill County SHC,One Norwegian Plaza,Pottsville,Pennsylvania,17901,Schuylkill,0,0,0,30,13,145,
UPMC CCP Grove City,1424 west main street,Grove City,Pennsylvania,16127,Mercer,0,0,0,3,1291,0,POINT (-80.107354 41.167083)
UPMC-Urgent Care at Monroeville,4145 WILLIAM PENN HIGHWAY,MONROEVILLE,Pennsylvania,15146,Allegheny,0,0,0,2,98,0,POINT (-79.765679 40.438886)
AHOLD USA-GIANT PHARMACY-6541,176 West Street Road,Feasterville Trevose,PA,19053,Bucks,0,0,0,15,831,81,POINT (-75.007972 40.153904)
PMA-Family Practice PC Golden Mile,1620 Golden Mile Hwy,Monroeville,Pennsylvania,15146,Allegheny,0,0,0,0,577,0,POINT (-79.713735 40.435812)
FME Brookpark,98 REITZ BLVD Lewisburg,Lewisburg,Pennsylvania,17837,Union,0,0,0,0,2,0,POINT (-76.91167 40.95877)
AHOLD USA-GIANT PHARMACY-6277,7673 LAKE RAYSTOWN SHOPPING CENTER,HUNTINGDON,PA,16652,Huntingdon,0,0,0,0,1997,100,POINT (-78.013383 40.479429)
UPMC CCP BW Squirrel Hill,5608 Wilkins Avenue,Pittsburgh,Pennsylvania,15217,Allegheny,0,0,0,20,2884,535,POINT (-79.927286 40.444045)
Peter E McNeil MD,240 S. hickory Street,Mount Carmel,Pennsylvania,17851,Northumberland,0,0,0,0,40,10,POINT (-76.41092 40.794217)
SHMG Fam Med Residency Center,740 High Street,Williamsport,Pennsylvania,17701,Lycoming,0,0,0,0,168,0,POINT (-77.016389 41.245347)
Millcreek Manor Pharmacy,5535 Peach St,Erie,Pennsylvania,16509,Erie,0,0,0,1292,4097,1749,POINT (-80.093535 42.073055)
Com Hth and Dental Cre Pottstown,351 W Schuylkill Ave,Pottstown,Pennsylvania,19465,Chester,0,0,0,874,1134,518,POINT (-75.662171 40.233362)
Astorino Family Pharmacy,1015 Buffalo street,Franklin,Pennsylvania,16323,Venango,0,14,0,85,1250,1768,POINT (-79.827078 41.393508)
Bethlehem Health Bureau,10 East Church Street,Bethlehem,Pennsylvania,18018,Lehigh,0,0,0,71,1425,2081,POINT (-75.37845 40.618703)
Wellspan Family Medicine South Queen Street,3193 Cape Horn Road,Red Lion,Pennsylvania,17356,York,0,0,0,0,90,0,POINT (-76.631002 39.917705)
UPMC-SUPERIOR FAMILY MEDICINE,135 Allegheny Ave 2nd floor,Oakmont,Pennsylvania,15139,Allegheny,6,0,0,33,151,0,POINT (-79.843716 40.513038)
Lehigh County SHC,3730 Lehigh Street,Whitehall,Pennsylvania,18052,Lehigh,0,0,0,0,9,10,POINT (-75.497983 40.65489)
Lehigh Fam and Geriatric Assoc,428 South 7th Street,Lehighton,Pennsylvania,18235,Carbon,0,0,0,0,1587,230,POINT (-75.717793 40.826767)
GIANT PHARMACY-6461,801 BALTIMORE STREET,HANOVER,PA,17331,York,0,10,0,152,1403,254,POINT (-76.969742 39.788077)
Esposito Medical Associates LTD,599 North Church Street,Mount Pleasant,Pennsylvania,15666,Westmoreland,0,0,0,0,458,0,POINT (-79.544698 40.161317)
UPMC CCP BEDFORD CESSNA,1 Corporate Drive,Bedford,Pennsylvania,15522,Bedford,0,0,0,211,510,491,POINT (-78.518722 40.081298)
LVPG Pediatrics-Pond Road,1611 Pond Road,Allentown,Pennsylvania,18104,Lehigh,0,0,0,16,1423,4,POINT (-75.538628 40.613713)
Pediatric Practice NEPA-Waymart,27B Woodlands Drive,Waymart,Pennsylvania,18472,Wayne,0,0,0,2,59,60,POINT (-75.40044 41.58242)
Wellspan York Hospital,1001 S .George,York,Pennsylvania,17405,York,0,0,0,6,1709,400,POINT (-76.72045 39.946523)
AHN SVMG Peninsula Family Medicine,2828 Sterrettania Road,Erie,Pennsylvania,16506,Erie,0,0,0,0,40,10,POINT (-80.138975 42.085681)
UPMC-Charles Cole Memorial Hospital,1001 East Second Street,Coudersport,Pennsylvania,16915,Potter,0,5,0,16,866,152,POINT (-77.979711 41.77065)
LVPG Pediatrics-Plaza Court,500 Plaza Court,East Stroudsburg,Pennsylvania,18301,Monroe,0,0,0,0,181,0,POINT (-75.161717 41.00544)
Guthrie Medical Group-Wyalusing,41883 Route 6,Wyalusing,Pennsylvania,18853,Bradford,0,0,0,10,717,0,POINT (-76.268522 41.669411)
Madeleine C Weiser MD PC,233 E LANCASTER AVE,Ardmore (Part-Montgomery),Pennsylvania,19003,Delaware,0,0,0,345,1070,1060,POINT (-75.283509 40.004156)
MNPG Penns Valley Area Fam Med,3631 Penns Valley Road,Spring Mills,Pennsylvania,16875,Centre,0,0,0,0,413,0,POINT (-77.605303 40.84925)
Fam Prac Ctr Administration,270 Susquehanna Valley Mall Drive,Selinsgrove,Pennsylvania,17870,Snyder,0,0,0,80,148,70,POINT (-76.851032 40.821936)
Forest Hills Pharmacy Inc,552 LOCUST STREET P.O. BOX 306,Saint Michael,Pennsylvania,15951,Cambria,0,0,0,235,588,494,POINT (-78.755324 40.333315)
Conemaugh Memorial Medical Center,1086 FRANKLIN STREET PHARMACY DEPARTMENT,Johnstown,Pennsylvania,15905,Cambria,42,7,0,129,1896,0,POINT (-78.918607 40.304994)
Wellspan Fam and Ped Med-Rothsville,2320 Rothsville Rd,Lititz,Pennsylvania,17543,Lancaster,0,0,0,0,1232,96,POINT (-76.240425 40.15229)
Town and Country Pharmacy,2209 Freeport Road,New Kensington,Pennsylvania,15068,Westmoreland,0,0,0,48,131,0,POINT (-79.75626 40.585716)
M Nazeeri MD PC,1023 Poplar Street,Lebanon,Pennsylvania,17042,Lebanon,0,0,0,0,291,484,POINT (-76.426968 40.330669)
Wellspan Family Medicine Meadowbrook,337 West Main Street,Leola,Pennsylvania,17540,Lancaster,0,0,0,0,26,0,POINT (-76.215184 40.085081)
Ashlex Inc DBAThe Med Shoppe 1435,1770 Pine Hollow Rd,Mc Kees Rocks,Pennsylvania,15136,Allegheny,0,0,0,0,213,0,POINT (-80.10127 40.47643)
GIANT PHARMACY-6278,3400 CONCORD ROAD,ASTON,PA,19014,Delaware,0,0,0,8,623,70,POINT (-75.424886 39.867066)
Penn State Health Fam Med Carlisle,340 York Road,Carlisle,Pennsylvania,17013,Cumberland,0,0,0,0,48,0,POINT (-77.158913 40.19093)
Partners in Family Care P.C.,27 Heckel Rd,Mc Kees Rocks,Pennsylvania,15136,Allegheny,12,0,0,43,1336,0,POINT (-80.091395 40.47141)
Norland Avenue Pharmacy,12 St. Paul Drive,Chambersburg,Pennsylvania,17201,Franklin,0,1,0,44,2048,49,POINT (-77.634763 39.943292)
PH-Penn Highlands Clearfield,809 Turnpike Avenue,Clearfield,Pennsylvania,16830,Clearfield,0,0,0,180,9,417,POINT (-78.449999 41.033012)
Childrens Clinic of Wyomissing,2240  Ridgewood Road,Reading,Pennsylvania,19610,Berks,0,0,0,0,542,355,POINT (-75.978551 40.343573)
UPMC-Urgent Care at McCandless,9401 McKnight Road,Pittsburgh,Pennsylvania,15237,Allegheny,0,0,0,0,98,0,POINT (-80.026216 40.576802)
Quik Stop Pharm of Barley Statn Inc,3506 E Lincoln Highway,Thorndale,Pennsylvania,19372,Chester,0,0,0,12,3594,347,POINT (-75.7524 39.994947)
GIANT PHARMACY-6336,3926 LINDEN STREET,BETHLEHEM,PA,18020,Northampton,29,0,0,180,3818,641,POINT (-75.344906 40.674166)
CHOP Primary Care Doylestown,318-B N Main S,Doylestown,Pennsylvania,18901,Bucks,0,0,0,0,3385,28,
VDI-Mainline Pharm Twp Davidsville,118 North Main Street,Davidsville,Pennsylvania,15928,Somerset,0,0,0,91,1160,6816,POINT (-78.936009 40.227897)
AHN Pediatric-McMurray Division,3001 Waterdam Plaza Drive,Mc Murray,Pennsylvania,15317,Washington,0,0,0,0,685,0,POINT (-80.135651 40.264143)
Centerville Clinics-Bentleyville,Bentleyville Family Practice 100 Wilson Road,Bentleyville,Pennsylvania,15314,Washington,0,0,0,14,911,100,
SCI-Waymart,PO Box 256,Waymart,Pennsylvania,18472,Wayne,0,0,0,0,580,0,
Glendale Area Medical Associates,850 Main Street PO Box 375,Coalport,Pennsylvania,16627,Clearfield,0,0,0,0,21,0,POINT (-78.535026 40.747725)
UPMC-UPP ADL CHP OP,120 Lytton Ave Mezzanine M060,Pittsburgh,Pennsylvania,15213,Allegheny,0,0,0,48,1204,45,POINT (-79.955289 40.446126)
AHN-AC IM Primary Care Northside,490 E. North Avenue Allegheny Professional Building,Pittsburgh,Pennsylvania,15212,Allegheny,0,0,0,5,645,18,POINT (-80.001733 40.456392)
GIANT PHARMACY-6294,1255 CARLISLE ROAD,YORK,PA,17404,York,0,0,0,30,2192,206,POINT (-76.768499 39.964257)
