Clinic_Name,Clinic_Street_Address,Clinic_City,Clinic_State,Clinic_Zip,County,Broken_Vial_Syringe,Vaccine_Drawn_But_Not_Administer,Lost_Or_Unaccounted_For_Vaccine,Open_Vial_But_Not_Administered,Other,Spoilage,Georeferenced Latitude & Longitude
PHN Lewistown Comm Hlth Ctr,106 Derry Heights,Lewistown,Pennsylvania,17044,Mifflin,0,0,0,8,236,154,POINT (-77.577034 40.643141)
Contract Pharmacy Services,125 Titus Avenue,Warrington,Pennsylvania,18976,Bucks,0,0,0,84,194,516,POINT (-75.144695 40.218614)
Wellspan York Hospital,1001 S .George,York,Pennsylvania,17405,York,0,0,0,6,957,400,POINT (-76.72045 39.946523)
The Wright Center-Kingston Clinic,2 Sharpe St,Kingston,Pennsylvania,18704,Luzerne,0,0,0,6,991,80,POINT (-75.888458 41.269781)
Bucks County HD Levittown Office,707 Neshminy Mall BCDH Neshaminy Mall Clinic,Bensalem,Pennsylvania,19020,Bucks,0,0,0,0,0,78,
Huntingdon County SHC,6311 Margy Drive,Huntingdon,Pennsylvania,166521836,Huntingdon,0,0,0,10,0,0,POINT (-78.055365 40.473406)
LGH-Abbeyville Family Medicine,101 Abbeyville Road,Lancaster,Pennsylvania,17603,Lancaster,0,0,0,20,599,56,POINT (-76.335502 40.035576)
The Medicine Shoppe 2057,101 W LANCASTER AVE,Reading,Pennsylvania,19607,Berks,0,0,0,0,3314,87,POINT (-75.970027 40.304008)
Amudipes Behavioral Health,59 East Baltimore Avenue,Clifton Heights,Pennsylvania,19018,Delaware,0,0,0,1299,847,1101,POINT (-75.295526 39.929875)
GIANT PHARMACY-6253,130 OLD YORK ROAD,NEW CUMBERLAND,PA,17070,Cumberland,0,1,0,53,1241,0,POINT (-76.859992 40.215177)
Lehigh Valley Pediatric Assoc Inc,401 North 17th Street,Allentown,Pennsylvania,18104,Lehigh,10,0,0,53,242,77007,POINT (-75.494914 40.602276)
Moses Taylor Hospital,PHARMACY 700 QUINCY AVENUE,Scranton,Pennsylvania,18510,Lackawanna,0,0,0,129,203,782,
Tri-County Pediatrics Southampton,729 Grove Ave,Southampton,Pennsylvania,18966,Bucks,0,0,0,62,2380,601,POINT (-75.045071 40.175966)
Pedia of Northeastern PA,920 Viewmont Drive,Dickson City,Pennsylvania,18519,Lackawanna,0,0,0,61,2287,0,POINT (-75.64645 41.454856)
Northview Heights Health Center,525 Mt. Pleasant Road,Pittsburgh,Pennsylvania,15214,Allegheny,0,0,0,7,198,0,POINT (-80.002518 40.481515)
Robert Packer Hospital,One Guthrie Square,Sayre,Pennsylvania,18840,Bradford,0,0,0,88,255,0,
VDI-Hershey Pharmacy and Gift Shop,731 Cherry Dr 2,Hershey,Pennsylvania,17033,Dauphin,0,0,0,260,5,10,POINT (-76.658613 40.271188)
Mauch Chunk Pharmacy,1204 North Street,Jim Thorpe,Pennsylvania,18229,Carbon,0,0,0,0,1180,1160,POINT (-75.726297 40.881741)
Family Practice Center-Laporte,217 King Street PO Box  95,Laporte,Pennsylvania,18626,Sullivan,0,0,0,3,97,0,POINT (-76.494931 41.423636)
FPC Selinsgrove 2 Fam Pract Cntr,21 Susquehanna Valley Mall Drive,Selinsgrove,Pennsylvania,17870,Snyder,0,0,0,0,65,0,POINT (-76.84902 40.829356)
GIANT PHARMACY-6278,3400 CONCORD ROAD,ASTON,PA,19014,Delaware,0,0,0,8,357,0,POINT (-75.424886 39.867066)
Media Pediatrics,401 Moore Road,Wallingford,Pennsylvania,19086,Delaware,0,0,0,4,0,0,POINT (-75.376005 39.881909)
PENN INTERNAL MEDICINE WESTTOWN,210 Willowbrook Lane,West Chester,Pennsylvania,19382,Chester,0,0,0,69,0,50,POINT (-75.5856 39.943093)
VDI-Dubois Drug and Wellness,700 S Brady Street,Du Bois,Pennsylvania,15801,Clearfield,0,8,0,437,33,60,POINT (-78.771156 41.109337)
WellSpan Fam Med Waynesboro,601 East Main Street 1st Floor,Waynesboro,Pennsylvania,17268,Franklin,0,0,0,33,1013,200,POINT (-77.568124 39.75093)
GIANT PHARMACY-6427,315 N YORK ROAD,Willow Grove,Pennsylvania,19090,Montgomery,0,0,0,257,3295,150,
Highlds Hth Laurel Hghlns Free Cha,"315 Locust St, 2nd Floor",Johnstown,Pennsylvania,15901,Cambria,0,0,0,0,1553,965,POINT (-78.920587 40.327188)
The Hometown Pharmacy-Dierkens,100 E Main St,Monongahela,Pennsylvania,15063,Washington,0,0,0,0,640,0,POINT (-79.921979 40.199802)
UPMC CHILD HOSP OF PITTSBURGH,4401 Penn Avenue,Pittsburgh,Pennsylvania,15224,Allegheny,0,0,0,4422,139,178,POINT (-79.9529 40.466064)
Penn Highlands Elk,763 Johnsonburg Rd,Saint Marys,Pennsylvania,15857,Elk,1,28,9,73,4,1320,POINT (-78.576487 41.426298)
Kennies Pharmacy-Spring Grove,440 N Main St,Spring Grove,Pennsylvania,17362,York,0,0,0,0,56,0,POINT (-76.862173 39.884416)
Fulton County SHC,182 Buchanan Trail PO Box 666,Mc Connellsburg,Pennsylvania,17233,Fulton,0,0,0,0,49,0,POINT (-77.988451 39.928358)
UPMC Hamot,201 State St,Erie,Pennsylvania,16507,Erie,0,0,0,0,1443,0,POINT (-80.087825 42.133331)
My Kids Pediatric Partners PC,1102 Highway 315 Blvd,Wilkes Barre,Pennsylvania,18702,Luzerne,0,0,0,0,2165,632,
GIANT PHARMACY-6291,698 DOWNINGTOWN PIKE,WEST CHESTER,PA,19380,Chester,1,0,0,727,1581,594,POINT (-75.62212 39.961848)
Village Shires Pharmacy,1464 Buck Road,Holland,Pennsylvania,18966,Bucks,0,0,0,20,2959,134,POINT (-74.955965 40.2036)
Tower Health-Reading Hosp Child HC,206 South 6th Avenue,Reading,Pennsylvania,19611,Berks,0,0,0,403,401,205,POINT (-75.949913 40.333374)
Select Spec Hosp Laurel Highlnds,One Mellon Way 3 rd Floor,Latrobe,Pennsylvania,15650,Westmoreland,0,0,0,86,192,0,
AHN-AC FM PRIME MEDICAL GROUP-Bella Vernon,1533 BROAD AVENUE Ext,Belle Vernon,Pennsylvania,15012,Fayette,0,0,0,9,29,42,
SCI-Rockview,1 ROCKVIEW PL,Bellefonte,Pennsylvania,16823,Centre,14,0,0,299,82,384,POINT (-77.776114 40.849798)
Sheehans Pharmacy,79 E. Carey Street,Plains,Pennsylvania,18705,Luzerne,0,0,0,780,202,753,POINT (-75.847586 41.2745)
Wellspan Family Medicine South Queen Street,2471 S Queen St,York,Pennsylvania,17402,York,0,0,0,0,50,0,POINT (-76.683591 39.914637)
Childrens Clinic of Wyomissing,2240  Ridgewood Road,Reading,Pennsylvania,19610,Berks,0,0,0,0,419,355,POINT (-75.978551 40.343573)
PHN-Altoona Community Health Center,1701 12th Avenue Altoona,Altoona,Pennsylvania,16601,Blair,0,0,0,10,153,0,POINT (-78.407683 40.513006)
Titusville Area Hospital,406 W. Oak St.,Titusville,Pennsylvania,16354,Crawford,0,0,0,396,41,379,POINT (-79.68008 41.633199)
PSH Cmty Vax Site-Lancaster,1600 Cloister Drive,Lancaster,Pennsylvania,17601,Lancaster,17,0,0,70,971,106,POINT (-76.356358 40.082223)
GEISINGER WYOMING VALLEY,1000 EAST MOUNTAIN BLVD M.C. 34-06,Wilkes Barre,Pennsylvania,18711,Luzerne,2,1,0,135,304,818,POINT (-75.811717 41.256997)
Geisinger Lewistown Hospital,400 Highland Ave Pharmacy Dept. 6th floor,Lewistown,Pennsylvania,17044,Mifflin,0,0,0,0,508,220,POINT (-77.567305 40.617998)
CHS ChesPenn Hlth Srvs Upper Darby,5 S STATE RD,Upper Darby,Pennsylvania,19082,Delaware,0,0,0,300,208,650,POINT (-75.270527 39.963687)
SLPG-Lehigh Primary Care,3440 Lehigh St,Allentown,Pennsylvania,18103,Lehigh,0,0,0,0,21,0,POINT (-75.491331 40.551809)
Surgical Institute of Reading,2752 Century Blvd,Reading,Pennsylvania,19610,Berks,0,0,0,34,0,20,POINT (-75.987577 40.357951)
Fishers Pharmacy,654 East Pitt St PO box 346,Bedford,Pennsylvania,15522,Bedford,0,0,0,43,3324,1128,POINT (-78.491179 40.018447)
AHN AC Greensburg Med Assoc,545 Rugh Street,Greensburg,Pennsylvania,15601,Westmoreland,0,0,0,0,6,0,POINT (-79.541472 40.285328)
AHN-SVMG McClelland Family Practice,2240 East 38th Street,Erie,Pennsylvania,16510,Erie,0,0,0,24,32,0,POINT (-80.017741 42.120292)
Pleasant Valley Manor Nursing Home,4227 Manor Drive,Stroudsburg,Pennsylvania,18360,Monroe,0,0,0,0,277,10,POINT (-75.288015 40.949577)
Quaker Community Pharmacy,304 Village at Stones Crossing,Easton,Pennsylvania,18045,Northampton,0,0,0,9,84,0,POINT (-75.270684 40.676174)
AHN-AC FM FPMAS JEFFERSON,1200 BROOKS LANE JEFFERSON HILLS,Clairton,Pennsylvania,15025,Allegheny,0,0,0,4,740,0,
Kids Plus Pediatrics-Seven Fields,671D CASTLE CREEK DRIVE EXT,Mars,Pennsylvania,16046,Butler,0,6,20,288,24,3004,
Direct Workforce Care,1027 Treasure Lake 119 Cotland Rd,Du Bois,Pennsylvania,15801,Clearfield,0,0,0,0,0,2169,
GHS-BLOOMSBURG HOSPITAL,549 Fair Street,Bloomsburg,Pennsylvania,17815,Columbia,0,0,0,0,20,0,POINT (-76.453193 41.008431)
VDI-Pine Grove Pharmacy,10 East Pottsville Str,Pine Grove,Pennsylvania,17963,Schuylkill,0,0,0,20,282,37,POINT (-76.38501 40.552571)
Wellspan Ephrata Community Hospital,PHARMACY DEPARTMENT 169 MARTIN AVENUE,EPHRATA,PENNSYLVANIA,17522,Lancaster,13,0,0,262,598,370,
Genoa Healthcare 20244,645 PENN ST,Reading,Pennsylvania,19601,Berks,0,0,0,10,256,0,POINT (-75.924467 40.335241)
Penn State University UHS Pharmacy,202C Student Health Center Penn State University UHS Pharmacy,University Park,Pennsylvania,16802,Centre,0,0,0,9,331,160,
Genesis Medical Associates Inc,8150 Perry Highway,Pittsburgh,Pennsylvania,15237,Allegheny,0,0,0,8,1555,438,POINT (-80.038875 40.555375)
GIANT PHARMACY-6422,4320 5TH STREET HWY,Temple,Pennsylvania,19560,Berks,0,0,0,85,2546,546,POINT (-75.927597 40.399666)
Masonic Village Pharmacy,99 Masonic Drive,Elizabethtown,Pennsylvania,17022,Lancaster,0,0,0,192,1721,75,POINT (-76.61079 40.145496)
VaxCare-Ultra Care PC,511 Pierce Street,Kingston,Pennsylvania,18704,Luzerne,0,0,0,492,496,1373,POINT (-75.883366 41.257403)
Wellspan Fam Medic Norman Dr,720 NORMAN DR,Lebanon,Pennsylvania,17042,Lebanon,6,0,23,46,509,150,POINT (-76.417786 40.31356)
Value Specialty Pharmacy,1333 Plank Road,Duncansville,Pennsylvania,16635,Blair,0,0,0,272,1275,1863,POINT (-78.598168 40.47812)
AHN-WEST PENN HOSPITAL,PHARMACY DEPARTMENT 4800 FRIENDSHIP AVENUE,PITTSBURGH,PENNSYLVANIA,15224,Allegheny,2,1,0,1038,141,310,
Southern Tier Comm Hlth Ctr Network,159 Interstate Pkwy,Bradford,Pennsylvania,16701,McKean,0,0,0,59,0,0,POINT (-78.660909 41.961952)
Guthrie Pediatric Center-Sayre,1011 North Elmer Avenue,Sayre,Pennsylvania,18840,Bradford,0,0,0,8,724,0,POINT (-76.528325 41.995984)
Select Specialty Hosp Harrisbrg,"111 South Front Street Alex Grass Bldg, 5th Floor",Harrisburg,Pennsylvania,17101,Dauphin,0,0,0,27,0,20,POINT (-76.880616 40.257233)
WellSpan OB/GYN-Gettysburg,450 S. Washington St,Gettysburg,PA,17325,Adams,0,0,0,0,80,0,POINT (-77.23326 39.824523)
Dr Douglas C Shoenberger PC,101 S Main Street,Coopersburg,Pennsylvania,18036,Lehigh,0,0,0,74,0,186,POINT (-75.391607 40.510158)
AHN-Saint Vincent Peninsula Fam Med,2828 Sterrettania Road,Erie,Pennsylvania,16506,Erie,1,0,3,48,286,6,POINT (-80.138975 42.085681)
Elkland Laurel Health Center,103 Forestview Drive,Elkland,Pennsylvania,16920,Tioga,0,0,0,0,509,0,POINT (-77.314704 41.985638)
Palmer Pharmacy LLC,738 Little Deer Creek Valley Road,Russellton,Pennsylvania,15076,Allegheny,0,0,0,104,50,470,POINT (-79.833802 40.617588)
PH-Clearfield-PEDS,1033 Turnpike Avenue,Clearfield,Pennsylvania,16830,Clearfield,0,0,0,32,6,250,POINT (-78.451289 41.034634)
Allghny Cnty Hlth Dept-Immuniz Cl,425 1st Avenue,Pittsburgh,Pennsylvania,15219,Allegheny,0,0,0,4891,20,1579,POINT (-79.9995 40.436835)
CHOP Primary Care Doylestown,318-B North Main Street,Doylestown,Pennsylvania,18901,Bucks,0,0,0,0,2599,10,POINT (-75.130635 40.316943)
AHOLD USA-GIANT PHARMACY-6088,450 E MAIN ST,Middletown,Pennsylvania,17057,Dauphin,12,0,0,750,1155,376,POINT (-76.722801 40.201252)
Passport Health,847 Easton Rd Suite 2800,Warrington,Pennsylvania,18976,Bucks,0,0,0,1096,267,488,POINT (-75.13659 40.237388)
MARTINS PHARMACY-6466,1000 LOGAN BOULEVARD,ALTOONA,PA,16602,Blair,0,0,0,162,2145,392,POINT (-78.401939 40.475136)
Mifflin Cnty Correctional Fac,103 W. Market St.,Lewistown,Pennsylvania,17044,Mifflin,0,0,0,0,177,121,POINT (-77.576264 40.596433)
Pennsylvania Headache Ctr,205 Grandview Ave Suite 206,Camp Hill,Pennsylvania,17011,Cumberland,0,0,0,0,96,0,POINT (-76.921873 40.257678)
GIANT PHARMACY-6453,330 MARKETPLACE BOULEVARD,SELINSGROVE,PA,17870,Snyder,0,0,0,0,2414,0,POINT (-76.834846 40.841273)
Laurel Pediatric Associates Inc,323 Budfield Street,Johnstown,Pennsylvania,15904,Cambria,5,0,0,525,158,3917,POINT (-78.845877 40.268888)
Kids Plus Pediatrics-SQH,4070 Beechwood Blvd,Pittsburgh,Pennsylvania,15217,Allegheny,0,0,0,491,98,6084,POINT (-79.938382 40.426975)
Broad Top Area Medical Center,4133 Medical Center Drive P.O. Box 127,Broad Top,Pennsylvania,16621,Huntingdon,0,0,0,71,18,0,POINT (-78.133833 40.200991)
SCI-Frackville,1111 Altamont Blvd,Frackville,Pennsylvania,17931,Schuylkill,0,0,0,175,145,0,POINT (-76.223125 40.774736)
VDI-Ferri Pharmacy,3907 Old William Penn Hwy,Murrysville,Pennsylvania,15668,Westmoreland,0,0,0,162,554,2257,POINT (-79.69724 40.428342)
Genoa Healthcare 20391,850 W Lancaster Ave,Bryn Mawr,Pennsylvania,19010,Delaware,0,0,0,9,220,110,POINT (-75.319996 40.022286)
Columbia County SHC,327 Columbia Blvd.,Bloomsburg,Pennsylvania,17815,Columbia,0,0,0,0,4,0,POINT (-76.447571 41.00145)
Guthrie Medical Group-Wyalusing,41883 Route 6,Wyalusing,Pennsylvania,18853,Bradford,0,0,0,10,618,0,POINT (-76.268522 41.669411)
Wellmon Medical Associates,93 Progress Blvd,Shippensburg,Pennsylvania,17257,Cumberland,0,0,0,0,447,0,POINT (-77.494038 40.064507)
Nockley Family Pharmacy-Hanover,1198 S Main Street,Hanover Township,Pennsylvania,18706,Luzerne,0,0,0,0,701,230,POINT (-75.914275 41.228994)
Integrated Med Grp PC Exeter Peds,6 Hearthstone Ct,Reading,Pennsylvania,19606,Berks,0,0,0,20,156,160,POINT (-75.873344 40.308303)
GIANT PHARMACY-6314,216 EAST FAIRMOUNT ST,COOPERSBURG,PA,18036,Lehigh,0,0,0,87,2815,510,POINT (-75.38429 40.51594)
UPMC-Somerset,225 South Center Ave,Somerset,Pennsylvania,15501,Somerset,0,0,0,226,521,598,POINT (-79.078598 40.007068)
Hershey Pharmacy and Gift Shop,731 Cherry Dr 2,Hershey,Pennsylvania,17033,Dauphin,0,0,0,3,0,0,POINT (-76.658617 40.271193)
GIANT PHARMACY-6300,3175 CAPE HORN ROAD,RED LION,PA,17356,York,0,0,0,190,1249,148,POINT (-76.63098 39.917671)
Cornerstone Care-Greensboro,7 Glassworks Road,Greensboro,Pennsylvania,15338,Greene,0,0,0,24,334,0,POINT (-79.915142 39.800674)
GIANT PHARMACY-6505,1375 E BOOT ROAD,West Chester,Pennsylvania,19380,Chester,0,0,0,336,2524,303,POINT (-75.568437 39.997833)
AHN-AC FM FPMAS ELIZABETH,605 Scenery Drive,ELIZABETH,PA,150372000,Allegheny,0,0,0,15,446,72,POINT (-79.838415 40.272373)
Wayne Memorial Hospital,601 Park Street,Honesdale,Pennsylvania,18431,Wayne,0,0,0,28,0,390,POINT (-75.259883 41.576229)
Brownsville Family Pharmacy,27 Market St,Brownsville,Pennsylvania,15417,Fayette,0,0,0,14,4777,489,POINT (-79.887259 40.021999)
Wellspan Fam and Ped Med-Rothsville,2320 Rothsville Rd,Lititz,Pennsylvania,17543,Lancaster,0,0,0,0,1097,96,POINT (-76.240425 40.15229)
UPMC CCP Grove City,1424 west main street,Grove City,Pennsylvania,16127,Mercer,0,0,0,3,1100,0,POINT (-80.107354 41.167083)
UPMC-CHANTZ BIEDRZYCKI ASSOC,100 Delafield Road,Pittsburgh,Pennsylvania,15215,Allegheny,0,0,0,42,716,588,POINT (-79.897409 40.489071)
My Hlth Ctr at Lowes Pottsville,1201 Keystone Blvd. My Health Center,Pottsville,Pennsylvania,17901,Schuylkill,0,0,0,0,163,0,
The Medicine Shoppe-Clarion,100 Liberty St,Clarion,Pennsylvania,16214,Clarion,0,0,0,0,411,0,POINT (-79.392015 41.218667)
Adagio Health-Aliquippa,99 Autumn St,Aliquippa,Pennsylvania,15001,Beaver,0,0,0,1843,2965,1128,POINT (-80.317248 40.63576)
Wellspan Fam Med Hlth Campus 1st Fl,12 St. Paul Drive,Chambersburg,Pennsylvania,17201,Franklin,0,0,0,13,552,0,POINT (-77.634763 39.943292)
UPMC-MOON MED ASSOCIATES,1600 Coraopolis Heights Road,Coraopolis,Pennsylvania,151084316,Allegheny,0,0,0,12,1110,300,POINT (-80.206799 40.499054)
Crawford County SHC,847 North Main Street Parkside Commons,Meadville,Pennsylvania,16335,Crawford,0,0,0,0,0,50,
Nemours DuPont Pediatrics-Exton,101 Arrandale Blvd,Exton,Pennsylvania,19341,Chester,10,0,0,167,1084,1802,POINT (-75.659331 40.021971)
GIANT PHARMACY-6255,801 SOUTH 25TH STREET,EASTON,PA,18045,Northampton,0,0,0,37,3122,72,POINT (-75.246701 40.677524)
Spartan Pharmacy,3526 BROWNSVILLE ROAD,Pittsburgh,Pennsylvania,15227,Allegheny,0,0,0,0,1248,2620,POINT (-79.975565 40.374217)
UPMC-East,2775 Mosside Blvd.,Monroeville,Pennsylvania,15146,Allegheny,0,0,0,8,1413,160,POINT (-79.75864 40.437122)
VDI-ro Pharm of Pennsburg Inc,931 Main St,Pennsburg,Pennsylvania,18073,Montgomery,0,0,0,0,6162,29827,POINT (-75.489669 40.38726)
River Valley Health and Dental Center,431 Hepburn Street,Williamsport,Pennsylvania,17701,Lycoming,0,0,0,0,341,0,POINT (-77.006927 41.241406)
GIANT PHARMACY-6336,3926 LINDEN STREET,BETHLEHEM,PA,18020,Northampton,29,0,0,180,3473,475,POINT (-75.344906 40.674166)
Pinnacle Health Int Med Union Dep,805 Sir Thomas Ct 1st Floor,Harrisburg,Pennsylvania,17109,Dauphin,0,0,0,20,0,0,POINT (-76.823044 40.282113)
AHN-AC FM PRIME MEDICAL GROUP,1645 Rostraver Road,Belle Vernon,Pennsylvania,15012,Fayette,0,0,0,0,133,0,POINT (-79.806154 40.175748)
WellSpan OB GYN-S Queen Street,2050 S Queen St,York,Pennsylvania,17403,York,0,0,0,90,280,24,POINT (-76.694331 39.938914)
UPMC-CCP-West Millcreek,4022 Zuck Rd,Erie,Pennsylvania,16506,Erie,0,0,0,101,418,0,POINT (-80.124971 42.079065)
Symbria Rx Great Lakes South LLC,1596 Hancock Avenue,Apollo (Part-Armstrong),Pennsylvania,15613,Armstrong,0,0,0,825,556,1475,POINT (-79.570446 40.576025)
AHOLD USA-GIANT PHARMACY 6011,2450 CHEMICAL ROAD,Plymouth Meeting,Pennsylvania,19462,Montgomery,0,0,0,4,2559,0,POINT (-75.292319 40.101773)
UPMC Lawrenceville Fam Hlth Ctr,3937 Butler Street,Pittsburgh,Pennsylvania,15201,Allegheny,0,0,0,12,2816,0,POINT (-79.962556 40.468512)
MNPG Pediatrics Boalsburg,3901 S Atherton Street,State College,Pennsylvania,16801,Centre,0,0,0,8,1609,0,POINT (-77.801403 40.781179)
Guthrie Clinic Troy,285 Guthrie Drive,Troy,Pennsylvania,16947,Bradford,0,0,0,63,1015,163,POINT (-76.795135 41.791395)
SLUHHN-Sacred Heart Campus,421 Chew St,Allentown,Pennsylvania,18102,Lehigh,0,0,0,35,239,24,POINT (-75.468225 40.607936)
St Clare Pharmacy,1203 Langhorne-Newton Road,Langhorne,Pennsylvania,19047,Bucks,0,0,0,0,4,100,POINT (-74.929656 40.202682)
UPMC Altoona,620 HOWARD AVENUE,ALTOONA,PENNSYLVANIA,16601,Blair,10,0,0,149,2801,120,POINT (-78.398107 40.521222)
Keystone Pediatrics-Chambersburg,830 5th Avenue,Chambersburg,Pennsylvania,17201,Franklin,0,0,0,1332,500,0,POINT (-77.644983 39.945106)
PSH Holy Spirit Medical Center,503 North 21st Street Pharmacy Department,Camp Hill,Pennsylvania,17011,Cumberland,0,0,0,36,149,182,POINT (-76.923876 40.252521)
AHN-Forbes Family Medicine,2550 Mosside Blvd 5th FL,Monroeville,Pennsylvania,15146,Allegheny,0,0,0,4,615,127,POINT (-79.753081 40.427159)
Montgomery County Department of Public Safety,EOC-50 Eagleville Road,Norristown,Pennsylvania,19403,Montgomery,0,0,0,253,42,40,POINT (-75.418787 40.158189)
Ped Med Assocs of NTN ABG PC,160 W.Germantown Pike,East Norriton,Pennsylvania,19401,Montgomery,0,0,0,235,22,480,POINT (-75.322881 40.146203)
Indiana County SHC,72 North 2nd Street,Indiana,Pennsylvania,15701,Indiana,0,0,0,25,0,0,POINT (-79.140711 40.623767)
WellSpan Fam Med Nrth Fourth St,30 North 4th Street 2nd Floor,Lebanon,Pennsylvania,17046,Lebanon,0,0,0,9,786,0,POINT (-76.417952 40.340772)
Sheep Inc Health Care Center,11817 Frankstown Rd,PENN HILLS,Pennsylvania,15235,Allegheny,0,0,0,7,7,0,POINT (-79.824157 40.468928)
St Chris Care at Yardley Pediatrics,680 Heacock Road,Yardley,Pennsylvania,19067,Bucks,0,76,25,365,134,0,POINT (-74.870882 40.221564)
Geisinger Community Medical Center,1822 Mulberry Street,Scranton,Pennsylvania,18510,Lackawanna,0,0,0,0,285,40,POINT (-75.645774 41.400642)
Hulmeville Rd Pharmacy,3554 Hulmeville Rd,Bensalem,Pennsylvania,19020,Bucks,0,0,0,0,2966,0,POINT (-74.939237 40.104889)
Wright Ctr for Com Hlth Scrntn Prac,501 S Washington Avenue,Scranton,Pennsylvania,18505,Lackawanna,0,0,0,76,1209,0,POINT (-75.670148 41.402074)
Wind Gap Community Pharmacy Inc,31 W 1ST ST,Wind Gap,Pennsylvania,18091,Northampton,0,0,0,0,0,723,POINT (-75.296611 40.840151)
Paoli Family Medicine,250 West Lancaster Ave,Paoli,Pennsylvania,19301,Chester,0,0,0,1,26,0,POINT (-75.49861 40.041896)
Ricardo T. Carter M.D.,310 Electric Avenue,Lewistown,Pennsylvania,17044,Mifflin,0,0,0,0,84,0,POINT (-77.567461 40.6163)
UPMC-RHEUM SHADYSIDE,580 South Aiken Avenue,Pittsburgh,Pennsylvania,15232,Allegheny,0,0,0,0,37,504,POINT (-79.937251 40.45364)
UPMC CCP BW Squirrel Hill,5608 Wilkins Avenue,Pittsburgh,Pennsylvania,15217,Allegheny,0,0,0,20,1986,535,POINT (-79.927286 40.444045)
Synergy Grandview Pharmacy Inc.,173 POINT TOWNSHIP DR,Northumberland,Pennsylvania,17857,Northumberland,0,1,0,185,15,1085,POINT (-76.781554 40.899773)
AHN Primary Care Butler,103 Technology Dr,Butler,Pennsylvania,16001,Butler,0,0,0,0,52,18,POINT (-79.968814 40.865485)
UPMC-Horizon Greenville Campus,110 North Main Street,Greenville,Pennsylvania,16125,Mercer,0,0,0,17,100,880,POINT (-80.372201 41.411126)
Primary Care Group 5,2027 Lebanon Church Rd second floor,West Mifflin,Pennsylvania,15122,Allegheny,0,0,0,3,15,0,POINT (-79.94943 40.348063)
AHN FORBES HOSPITAL,PHARMACY 2570 HAYMAKER ROAD,MONROEVILLE,PENNSYLVANIA,15146,Allegheny,16,14,0,224,101,292,
PHN Jacksonville Fam Med Ctr,29 Saltsburg Road,Clarksburg,Pennsylvania,15725,Indiana,0,0,0,0,74,0,POINT (-79.299222 40.540065)
PH-Brookville-FMB,88 Hospital Road QCare 1st Floor,Brookville,Pennsylvania,15825,Jefferson,0,0,0,0,0,100,POINT (-79.093521 41.155777)
Geisinger Wyoming Valley,1000 EAST MOUNTAIN BLVD M.C. 34-06,Wilkes Barre,Pennsylvania,18711,Luzerne,173,0,0,894,54,445,POINT (-75.812007 41.256632)
Altna Lgn Twp Mob Med Emr Dept Auth,1012 7th Avenue,Altoona,Pennsylvania,16602,Blair,0,0,0,1,66,210,POINT (-78.395674 40.514488)
Old Forge Pharmacy,821 S. Main St.,Old Forge,Pennsylvania,18518,Lackawanna,1,0,0,1774,229,1116,POINT (-75.742459 41.362478)
LGH-Lancaster General Hospital,555 North Duke Street,Lancaster,Pennsylvania,17603,Lancaster,25,0,0,175,2926,41,POINT (-76.305328 40.046975)
Jersey Shore Hospital,1020 Thompson Street,Jersey Shore,Pennsylvania,17740,Lycoming,0,0,0,119,212,501,POINT (-77.26821 41.201674)
HVMG-HV Peds Chippewa,2580 Constitution Blvd,Beaver Falls,Pennsylvania,15010,Beaver,0,0,0,31,116,20,POINT (-80.373478 40.77263)
Forbes Family Medicine-Braddock,501 Braddock Avenue,Braddock,Pennsylvania,15104,Allegheny,0,0,0,0,153,0,POINT (-79.869874 40.404113)
PHN Greenville Com Hlth Ctr,348 Main Street,Greenville,Pennsylvania,16125,Mercer,0,0,0,0,117,0,POINT (-80.378736 41.408391)
Care Options Rx,219 N Baltimore Ave,Mount Holly Springs,Pennsylvania,17065,Cumberland,0,0,0,0,0,695,POINT (-77.189603 40.117601)
PHN Tri Cty Com Hlth Ctr,1555 Shawna Road,Cherry Tree,Pennsylvania,15724,Cambria,0,0,0,38,244,0,POINT (-78.799345 40.716831)
AFC Urgent Care-Lower Macungie,780 N Krocks Road,Allentown,Pennsylvania,18106,Lehigh,0,0,0,428,7,234,POINT (-75.564012 40.564724)
Wayne County SHC,615 Erie Heights,Honesdale,Pennsylvania,18431,Wayne,0,0,0,23,0,12,POINT (-75.253444 41.550771)
FPC Loysville Fam Prac Cntr,1100 Montour Road,Loysville,Pennsylvania,17047,Perry,14,0,0,142,245,0,POINT (-77.339507 40.364217)
Union Community Care-Brightside,515-B Hershey Ave,Lancaster,Pennsylvania,17603,Lancaster,0,0,0,0,201,0,POINT (-76.31541 40.023753)
AHN-AC IM FHP HILLCREST,420 Hillcrest Avenue,Grove City,Pennsylvania,16127,Mercer,0,0,0,0,352,0,POINT (-80.086914 41.166925)
GIANT PHARMACY-6457,7150 HAMILTON BOULEVARD,TREXLERTOWN,PA,18087,Lehigh,0,0,0,315,2338,1032,POINT (-75.593699 40.551865)
Pediatric Care Specialist-Johnstown,110 Main Street,Johnstown,Pennsylvania,15901,Cambria,0,0,0,6,284,0,POINT (-78.92435 40.327882)
Centerville Clinics-Bentleyville,Bentleyville Family Practice 100 Wilson Road,Bentleyville,Pennsylvania,15314,Washington,0,0,0,14,836,100,
