"Age group","year","week","case_definition","White","Black/African American","American Indian","Asian/Pacific Islander","Multiracial","Hispanic","webDate"
"65+",2021,33,"Completed vaccine series","94.7 %","100 %","81 %","100 %","90.9 %","81.8 %",2022-07-30
"5-11",2021,33,"Completed vaccine series","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"5+",2021,33,"Completed vaccine series","58.6 %","44.1 %","40.6 %","65.2 %","29 %","45.1 %",2022-07-30
"45-64",2021,33,"Completed vaccine series","62.6 %","72.3 %","55.9 %","85.9 %","61.3 %","70.4 %",2022-07-30
"19-44",2021,33,"Completed vaccine series","53.8 %","43.5 %","39.5 %","68.2 %","36 %","51.3 %",2022-07-30
"12-18",2021,33,"Completed vaccine series","38.7 %","30.7 %","30.2 %","61.4 %","20.4 %","36.4 %",2022-07-30
"12+",2021,33,"Completed vaccine series","63.9 %","52.3 %","47.3 %","74 %","37.8 %","54.1 %",2022-07-30
"65+",2021,32,"At least one vaccine dose","96.6 %","100 %","83.4 %","100 %","93.5 %","84.9 %",2022-07-30
"5-11",2021,32,"At least one vaccine dose","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"5+",2021,32,"At least one vaccine dose","61.2 %","49.4 %","44.9 %","68.9 %","31.2 %","49.9 %",2022-07-30
"45-64",2021,32,"At least one vaccine dose","64.8 %","77.7 %","60.4 %","89 %","63.9 %","74.8 %",2022-07-30
"19-44",2021,32,"At least one vaccine dose","56.9 %","49.8 %","44.9 %","72.5 %","39 %","57.2 %",2022-07-30
"12-18",2021,32,"At least one vaccine dose","44 %","38.6 %","37.6 %","68.6 %","23.5 %","43.5 %",2022-07-30
"12+",2021,32,"At least one vaccine dose","66.6 %","58.6 %","52.4 %","78.3 %","40.7 %","59.8 %",2022-07-30
"65+",2021,32,"Completed vaccine series","94.6 %","100 %","80.7 %","100 %","90.5 %","81.4 %",2022-07-30
"45-64",2021,32,"Completed vaccine series","62.2 %","71.4 %","55.4 %","85.4 %","60.8 %","69.7 %",2022-07-30
"19-44",2021,32,"Completed vaccine series","53.3 %","42.5 %","38.9 %","67.6 %","35.6 %","50.4 %",2022-07-30
"12-18",2021,32,"Completed vaccine series","37.4 %","29.1 %","28.9 %","59.6 %","19.7 %","34.8 %",2022-07-30
"12+",2021,32,"Completed vaccine series","63.4 %","51.3 %","46.7 %","73.3 %","37.3 %","53.1 %",2022-07-30
"65+",2021,31,"At least one vaccine dose","96.4 %","100 %","83.2 %","100 %","93.1 %","84.5 %",2022-07-30
"5-11",2021,31,"At least one vaccine dose","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"5+",2021,31,"At least one vaccine dose","60.5 %","48.2 %","43.8 %","68.1 %","30.6 %","48.8 %",2022-07-30
"45-64",2021,31,"At least one vaccine dose","64.3 %","76.7 %","59.4 %","88.4 %","63.3 %","73.9 %",2022-07-30
"19-44",2021,31,"At least one vaccine dose","56.1 %","48.5 %","43.6 %","71.7 %","38.3 %","55.9 %",2022-07-30
"12-18",2021,31,"At least one vaccine dose","42.1 %","35.9 %","34.7 %","66.4 %","22.4 %","41.3 %",2022-07-30
"12+",2021,31,"At least one vaccine dose","65.9 %","57.1 %","51.1 %","77.4 %","39.9 %","58.4 %",2022-07-30
"65+",2021,31,"Completed vaccine series","94.4 %","100 %","80.6 %","100 %","90.2 %","80.9 %",2022-07-30
"5-11",2021,31,"Completed vaccine series","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"5+",2021,31,"Completed vaccine series","57.9 %","42.6 %","39.5 %","64.1 %","28.3 %","43.7 %",2022-07-30
"45-64",2021,31,"Completed vaccine series","61.9 %","70.7 %","54.9 %","85 %","60.4 %","69.1 %",2022-07-30
"19-44",2021,31,"Completed vaccine series","52.9 %","41.8 %","38.2 %","67.1 %","35.3 %","49.8 %",2022-07-30
"12-18",2021,31,"Completed vaccine series","36.5 %","27.9 %","27.8 %","58.2 %","19.1 %","33.6 %",2022-07-30
"12+",2021,31,"Completed vaccine series","63.1 %","50.5 %","46 %","72.8 %","36.9 %","52.4 %",2022-07-30
"65+",2021,30,"At least one vaccine dose","96.1 %","100 %","82.9 %","100 %","92.7 %","84 %",2022-07-30
"5-11",2021,30,"At least one vaccine dose","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"5+",2021,30,"At least one vaccine dose","59.8 %","46.9 %","42.9 %","67.4 %","30.1 %","47.6 %",2022-07-30
"45-64",2021,30,"At least one vaccine dose","63.7 %","75.5 %","58.6 %","87.9 %","62.5 %","73.1 %",2022-07-30
"19-44",2021,30,"At least one vaccine dose","55.3 %","47 %","42.5 %","70.9 %","37.7 %","54.5 %",2022-07-30
"12-18",2021,30,"At least one vaccine dose","40.1 %","33.3 %","32.8 %","64.1 %","21.4 %","39.1 %",2022-07-30
"12+",2021,30,"At least one vaccine dose","65.2 %","55.6 %","50.1 %","76.5 %","39.2 %","57 %",2022-07-30
"65+",2021,30,"Completed vaccine series","94.3 %","99.9 %","80.5 %","100 %","89.9 %","80.6 %",2022-07-30
"5-11",2021,30,"Completed vaccine series","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"5+",2021,30,"Completed vaccine series","57.6 %","41.9 %","39 %","63.6 %","28 %","43.1 %",2022-07-30
"45-64",2021,30,"Completed vaccine series","61.7 %","70 %","54.4 %","84.7 %","60 %","68.6 %",2022-07-30
"19-44",2021,30,"Completed vaccine series","52.6 %","41.1 %","37.7 %","66.6 %","35 %","49.1 %",2022-07-30
"12-18",2021,30,"Completed vaccine series","35.7 %","26.7 %","27 %","57 %","18.6 %","32.5 %",2022-07-30
"12+",2021,30,"Completed vaccine series","62.7 %","49.7 %","45.5 %","72.2 %","36.5 %","51.7 %",2022-07-30
"65+",2021,29,"At least one vaccine dose","95.9 %","100 %","82.6 %","100 %","92.2 %","83.6 %",2022-07-30
"5-11",2021,29,"At least one vaccine dose","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"5+",2021,29,"At least one vaccine dose","59.3 %","45.9 %","42.3 %","66.7 %","29.6 %","46.6 %",2022-07-30
"45-64",2021,29,"At least one vaccine dose","63.2 %","74.6 %","58.1 %","87.3 %","62 %","72.2 %",2022-07-30
"19-44",2021,29,"At least one vaccine dose","54.7 %","45.8 %","41.7 %","70.2 %","37.1 %","53.4 %",2022-07-30
"12-18",2021,29,"At least one vaccine dose","38.7 %","31.5 %","31.3 %","62.2 %","20.7 %","37.3 %",2022-07-30
"12+",2021,29,"At least one vaccine dose","64.7 %","54.4 %","49.3 %","75.7 %","38.6 %","55.9 %",2022-07-30
"65+",2021,29,"Completed vaccine series","94.2 %","99.3 %","80.3 %","100 %","89.6 %","80.1 %",2022-07-30
"5-11",2021,29,"Completed vaccine series","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"5+",2021,29,"Completed vaccine series","57.3 %","41.2 %","38.6 %","63 %","27.8 %","42.5 %",2022-07-30
"45-64",2021,29,"Completed vaccine series","61.4 %","69.3 %","54.1 %","84.3 %","59.7 %","68.1 %",2022-07-30
"19-44",2021,29,"Completed vaccine series","52.3 %","40.3 %","37.2 %","66.1 %","34.8 %","48.3 %",2022-07-30
"12-18",2021,29,"Completed vaccine series","35.1 %","25.6 %","26.1 %","55.5 %","18.1 %","31.4 %",2022-07-30
"12+",2021,29,"Completed vaccine series","62.5 %","48.9 %","45.1 %","71.6 %","36.2 %","50.9 %",2022-07-30
"65+",2021,28,"At least one vaccine dose","95.7 %","100 %","82.4 %","100 %","91.8 %","83.1 %",2022-07-30
"5-11",2021,28,"At least one vaccine dose","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"5+",2021,28,"At least one vaccine dose","59 %","45.1 %","41.7 %","66.1 %","29.3 %","45.8 %",2022-07-30
"45-64",2021,28,"At least one vaccine dose","62.8 %","73.7 %","57.6 %","86.9 %","61.5 %","71.5 %",2022-07-30
"19-44",2021,28,"At least one vaccine dose","54.3 %","45 %","41.1 %","69.7 %","36.7 %","52.6 %",2022-07-30
"12-18",2021,28,"At least one vaccine dose","37.7 %","30.1 %","30 %","60.6 %","20.1 %","35.8 %",2022-07-30
"12+",2021,28,"At least one vaccine dose","64.2 %","53.5 %","48.6 %","75.1 %","38.1 %","55 %",2022-07-30
"65+",2021,28,"Completed vaccine series","94 %","98.7 %","80.2 %","100 %","89.4 %","79.6 %",2022-07-30
"5-11",2021,28,"Completed vaccine series","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"5+",2021,28,"Completed vaccine series","57.1 %","40.5 %","38.2 %","62.4 %","27.5 %","41.8 %",2022-07-30
"45-64",2021,28,"Completed vaccine series","61.2 %","68.5 %","53.7 %","83.8 %","59.3 %","67.4 %",2022-07-30
"19-44",2021,28,"Completed vaccine series","52 %","39.5 %","36.8 %","65.5 %","34.4 %","47.5 %",2022-07-30
"12-18",2021,28,"Completed vaccine series","34.3 %","24.3 %","25.2 %","53.6 %","17.6 %","30.1 %",2022-07-30
"12+",2021,28,"Completed vaccine series","62.2 %","48 %","44.6 %","70.9 %","35.8 %","50.1 %",2022-07-30
"65+",2021,27,"At least one vaccine dose","95.6 %","100 %","82.3 %","100 %","91.6 %","82.7 %",2022-07-30
"5-11",2021,27,"At least one vaccine dose","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"5+",2021,27,"At least one vaccine dose","58.7 %","44.4 %","41.3 %","65.6 %","29 %","45.2 %",2022-07-30
"45-64",2021,27,"At least one vaccine dose","62.6 %","73 %","57.2 %","86.5 %","61.2 %","70.9 %",2022-07-30
"19-44",2021,27,"At least one vaccine dose","54 %","44.2 %","40.7 %","69.2 %","36.4 %","51.8 %",2022-07-30
"12-18",2021,27,"At least one vaccine dose","36.9 %","28.8 %","29.2 %","59.3 %","19.5 %","34.7 %",2022-07-30
"12+",2021,27,"At least one vaccine dose","64 %","52.6 %","48.2 %","74.5 %","37.8 %","54.2 %",2022-07-30
"65+",2021,27,"Completed vaccine series","93.9 %","98 %","79.9 %","100 %","89.1 %","79.1 %",2022-07-30
"5-11",2021,27,"Completed vaccine series","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"5+",2021,27,"Completed vaccine series","56.8 %","39.7 %","37.7 %","61.7 %","27.1 %","41 %",2022-07-30
"45-64",2021,27,"Completed vaccine series","60.9 %","67.5 %","53.4 %","83.2 %","58.8 %","66.6 %",2022-07-30
"19-44",2021,27,"Completed vaccine series","51.7 %","38.6 %","36.2 %","64.8 %","34 %","46.6 %",2022-07-30
"12-18",2021,27,"Completed vaccine series","33.5 %","22.9 %","24 %","51.4 %","17 %","28.5 %",2022-07-30
"12+",2021,27,"Completed vaccine series","61.9 %","47.1 %","44 %","70 %","35.3 %","49.1 %",2022-07-30
"65+",2021,26,"At least one vaccine dose","95.5 %","100 %","82.1 %","100 %","91.4 %","82.3 %",2022-07-30
"5-11",2021,26,"At least one vaccine dose","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"5+",2021,26,"At least one vaccine dose","58.5 %","43.7 %","41 %","65.1 %","28.7 %","44.6 %",2022-07-30
"45-64",2021,26,"At least one vaccine dose","62.4 %","72.3 %","56.9 %","86.2 %","60.9 %","70.4 %",2022-07-30
"19-44",2021,26,"At least one vaccine dose","53.7 %","43.5 %","40.4 %","68.6 %","36.2 %","51.1 %",2022-07-30
"12-18",2021,26,"At least one vaccine dose","36.3 %","27.8 %","28.4 %","57.9 %","19 %","33.6 %",2022-07-30
"12+",2021,26,"At least one vaccine dose","63.7 %","51.9 %","47.8 %","73.9 %","37.5 %","53.5 %",2022-07-30
"65+",2021,26,"Completed vaccine series","93.8 %","97.2 %","79.6 %","100 %","88.8 %","78.6 %",2022-07-30
"5-11",2021,26,"Completed vaccine series","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"5+",2021,26,"Completed vaccine series","56.5 %","38.8 %","37.3 %","60.8 %","26.8 %","40.1 %",2022-07-30
"45-64",2021,26,"Completed vaccine series","60.7 %","66.5 %","53 %","82.7 %","58.4 %","65.8 %",2022-07-30
"19-44",2021,26,"Completed vaccine series","51.4 %","37.6 %","35.7 %","64 %","33.7 %","45.7 %",2022-07-30
"12-18",2021,26,"Completed vaccine series","32.5 %","21.3 %","22.7 %","48.8 %","16.3 %","26.9 %",2022-07-30
"12+",2021,26,"Completed vaccine series","61.6 %","46 %","43.5 %","69.1 %","34.9 %","48.1 %",2022-07-30
"65+",2021,25,"At least one vaccine dose","95.4 %","100 %","82.1 %","100 %","91.1 %","81.7 %",2022-07-30
"5-11",2021,25,"At least one vaccine dose","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"5+",2021,25,"At least one vaccine dose","58.2 %","43 %","40.6 %","64.5 %","28.4 %","43.8 %",2022-07-30
"45-64",2021,25,"At least one vaccine dose","62.2 %","71.5 %","56.5 %","85.7 %","60.5 %","69.7 %",2022-07-30
"19-44",2021,25,"At least one vaccine dose","53.4 %","42.6 %","39.9 %","68 %","35.8 %","50.2 %",2022-07-30
"12-18",2021,25,"At least one vaccine dose","35.6 %","26.4 %","27.5 %","56.1 %","18.5 %","32.3 %",2022-07-30
"12+",2021,25,"At least one vaccine dose","63.5 %","50.9 %","47.3 %","73.2 %","37 %","52.5 %",2022-07-30
"65+",2021,25,"Completed vaccine series","93.6 %","96.4 %","79.4 %","100 %","88.5 %","77.8 %",2022-07-30
"5-11",2021,25,"Completed vaccine series","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"5+",2021,25,"Completed vaccine series","56.1 %","37.7 %","36.7 %","59.9 %","26.3 %","39 %",2022-07-30
"45-64",2021,25,"Completed vaccine series","60.4 %","65.4 %","52.6 %","82.1 %","57.9 %","64.7 %",2022-07-30
"19-44",2021,25,"Completed vaccine series","51 %","36.4 %","35.2 %","63.1 %","33.3 %","44.5 %",2022-07-30
"12-18",2021,25,"Completed vaccine series","31.1 %","19.6 %","21.1 %","46 %","15.5 %","25 %",2022-07-30
"12+",2021,25,"Completed vaccine series","61.2 %","44.8 %","42.8 %","68.1 %","34.3 %","46.8 %",2022-07-30
"65+",2021,24,"At least one vaccine dose","95.3 %","100 %","81.8 %","100 %","90.8 %","81.2 %",2022-07-30
"5-11",2021,24,"At least one vaccine dose","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"5+",2021,24,"At least one vaccine dose","58 %","42.1 %","40.1 %","63.7 %","28.1 %","43 %",2022-07-30
"45-64",2021,24,"At least one vaccine dose","61.9 %","70.5 %","56 %","85.1 %","60.2 %","68.9 %",2022-07-30
"19-44",2021,24,"At least one vaccine dose","53.1 %","41.6 %","39.2 %","67.3 %","35.5 %","49.2 %",2022-07-30
"12-18",2021,24,"At least one vaccine dose","34.7 %","25 %","26.4 %","54 %","17.8 %","30.7 %",2022-07-30
"12+",2021,24,"At least one vaccine dose","63.1 %","49.9 %","46.7 %","72.4 %","36.6 %","51.5 %",2022-07-30
"65+",2021,24,"Completed vaccine series","93.4 %","95.4 %","79 %","100 %","88 %","77.2 %",2022-07-30
"45-64",2021,24,"Completed vaccine series","60 %","64 %","52 %","81.1 %","57.2 %","63.4 %",2022-07-30
"19-44",2021,24,"Completed vaccine series","50.5 %","35 %","34.2 %","62 %","32.7 %","43.1 %",2022-07-30
"12-18",2021,24,"Completed vaccine series","29.4 %","17.4 %","19.1 %","42.4 %","14.2 %","22.5 %",2022-07-30
"12+",2021,24,"Completed vaccine series","60.7 %","43.2 %","41.9 %","66.7 %","33.6 %","45.2 %",2022-07-30
"65+",2021,23,"At least one vaccine dose","95.1 %","100 %","81.2 %","100 %","90.4 %","80.6 %",2022-07-30
"5-11",2021,23,"At least one vaccine dose","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"5+",2021,23,"At least one vaccine dose","57.6 %","41.1 %","39.4 %","62.8 %","27.7 %","42.1 %",2022-07-30
"45-64",2021,23,"At least one vaccine dose","61.7 %","69.5 %","55.5 %","84.5 %","59.7 %","68 %",2022-07-30
"19-44",2021,23,"At least one vaccine dose","52.8 %","40.5 %","38.4 %","66.5 %","35.1 %","48.3 %",2022-07-30
"12-18",2021,23,"At least one vaccine dose","33.7 %","23.3 %","25.1 %","51.2 %","17.2 %","28.8 %",2022-07-30
"12+",2021,23,"At least one vaccine dose","62.8 %","48.7 %","46 %","71.4 %","36.1 %","50.4 %",2022-07-30
"65+",2021,23,"Completed vaccine series","93.2 %","94 %","78.5 %","99.8 %","87.6 %","76.3 %",2022-07-30
"5-11",2021,23,"Completed vaccine series","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"5+",2021,23,"Completed vaccine series","54.8 %","34.6 %","34.7 %","56.8 %","24.8 %","35.8 %",2022-07-30
"45-64",2021,23,"Completed vaccine series","59.4 %","62 %","51.2 %","79.7 %","56.3 %","61.5 %",2022-07-30
"19-44",2021,23,"Completed vaccine series","49.6 %","33.1 %","33.1 %","60.3 %","31.7 %","41.1 %",2022-07-30
"12-18",2021,23,"Completed vaccine series","25.8 %","13.9 %","15.1 %","36 %","12.3 %","18.5 %",2022-07-30
"12+",2021,23,"Completed vaccine series","59.7 %","41.1 %","40.5 %","64.5 %","32.4 %","42.9 %",2022-07-30
"65+",2021,22,"At least one vaccine dose","95 %","99.2 %","80.9 %","100 %","90 %","79.8 %",2022-07-30
"5-11",2021,22,"At least one vaccine dose","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"5+",2021,22,"At least one vaccine dose","57.2 %","39.9 %","38.7 %","61.8 %","27.2 %","40.9 %",2022-07-30
"45-64",2021,22,"At least one vaccine dose","61.3 %","68.2 %","55 %","83.9 %","59.1 %","66.9 %",2022-07-30
"19-44",2021,22,"At least one vaccine dose","52.3 %","39.2 %","37.7 %","65.5 %","34.6 %","47 %",2022-07-30
"12-18",2021,22,"At least one vaccine dose","32.4 %","21.3 %","23.2 %","48.2 %","16.3 %","26.9 %",2022-07-30
"12+",2021,22,"At least one vaccine dose","62.4 %","47.4 %","45.2 %","70.2 %","35.5 %","49 %",2022-07-30
"65+",2021,22,"Completed vaccine series","92.8 %","92.4 %","78.1 %","98.9 %","87.1 %","75.2 %",2022-07-30
"5-11",2021,22,"Completed vaccine series","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"5+",2021,22,"Completed vaccine series","53.3 %","32.3 %","33.2 %","53.9 %","23.1 %","33.2 %",2022-07-30
"45-64",2021,22,"Completed vaccine series","58.5 %","59.6 %","50.4 %","78.1 %","55 %","59.3 %",2022-07-30
"19-44",2021,22,"Completed vaccine series","48.4 %","30.8 %","32 %","58.2 %","30.5 %","38.6 %",2022-07-30
"12-18",2021,22,"Completed vaccine series","16.9 %","8.5 %","8.5 %","23.4 %","7.2 %","11.8 %",2022-07-30
"12+",2021,22,"Completed vaccine series","58.1 %","38.3 %","38.8 %","61.3 %","30.1 %","39.8 %",2022-07-30
"65+",2021,21,"At least one vaccine dose","94.8 %","98.2 %","80.7 %","100 %","89.6 %","79 %",2022-07-30
"5-11",2021,21,"At least one vaccine dose","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"5+",2021,21,"At least one vaccine dose","56.8 %","38.7 %","38.1 %","60.8 %","26.6 %","39.6 %",2022-07-30
"45-64",2021,21,"At least one vaccine dose","61 %","66.9 %","54.5 %","83.1 %","58.3 %","65.5 %",2022-07-30
"19-44",2021,21,"At least one vaccine dose","51.8 %","37.9 %","37 %","64.6 %","34 %","45.6 %",2022-07-30
"12-18",2021,21,"At least one vaccine dose","30.9 %","19.2 %","21.5 %","44.9 %","15.1 %","24.5 %",2022-07-30
"12+",2021,21,"At least one vaccine dose","61.9 %","45.9 %","44.4 %","69.1 %","34.7 %","47.5 %",2022-07-30
"65+",2021,21,"Completed vaccine series","92.4 %","91.1 %","77.6 %","97.9 %","86.5 %","73.9 %",2022-07-30
"5-11",2021,21,"Completed vaccine series","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"5+",2021,21,"Completed vaccine series","52.2 %","30.7 %","32.5 %","51.8 %","22 %","31.4 %",2022-07-30
"45-64",2021,21,"Completed vaccine series","57.6 %","57.5 %","49.6 %","76.2 %","53.7 %","57.2 %",2022-07-30
"19-44",2021,21,"Completed vaccine series","47.3 %","29 %","31.2 %","56.1 %","29.5 %","36.5 %",2022-07-30
"12-18",2021,21,"Completed vaccine series","12.2 %","6.5 %","6.9 %","17.5 %","4.9 %","9.1 %",2022-07-30
"12+",2021,21,"Completed vaccine series","56.8 %","36.4 %","37.9 %","58.8 %","28.6 %","37.6 %",2022-07-30
"65+",2021,20,"At least one vaccine dose","94.5 %","96.9 %","80.3 %","100 %","89.2 %","78.1 %",2022-07-30
"5-11",2021,20,"At least one vaccine dose","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"5+",2021,20,"At least one vaccine dose","56 %","36.9 %","36.8 %","59 %","25.8 %","37.8 %",2022-07-30
"45-64",2021,20,"At least one vaccine dose","60.4 %","64.9 %","53.7 %","81.7 %","57.5 %","63.8 %",2022-07-30
"19-44",2021,20,"At least one vaccine dose","51 %","35.9 %","35.8 %","62.9 %","33.2 %","43.6 %",2022-07-30
"12-18",2021,20,"At least one vaccine dose","27.7 %","15.8 %","17.1 %","39.3 %","13.2 %","20.8 %",2022-07-30
"12+",2021,20,"At least one vaccine dose","61 %","43.8 %","43 %","67 %","33.6 %","45.3 %",2022-07-30
"65+",2021,20,"Completed vaccine series","91.7 %","89.3 %","77 %","96.6 %","85.5 %","72.4 %",2022-07-30
"5-11",2021,20,"Completed vaccine series","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"5+",2021,20,"Completed vaccine series","50.8 %","28.7 %","31.5 %","49 %","20.9 %","29 %",2022-07-30
"45-64",2021,20,"Completed vaccine series","56 %","54.5 %","48.4 %","72.8 %","51.5 %","53.6 %",2022-07-30
"19-44",2021,20,"Completed vaccine series","45.4 %","26.6 %","29.9 %","52.4 %","27.7 %","33.3 %",2022-07-30
"12-18",2021,20,"Completed vaccine series","11.1 %","5.3 %","6.3 %","15.9 %","4.3 %","7.8 %",2022-07-30
"12+",2021,20,"Completed vaccine series","55.4 %","34.1 %","36.8 %","55.6 %","27.2 %","34.7 %",2022-07-30
"65+",2021,19,"At least one vaccine dose","94.1 %","95 %","79.8 %","100 %","88.6 %","77 %",2022-07-30
"5-11",2021,19,"At least one vaccine dose","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"5+",2021,19,"At least one vaccine dose","54.3 %","34.2 %","35.1 %","55.8 %","23.9 %","34.9 %",2022-07-30
"45-64",2021,19,"At least one vaccine dose","59.3 %","62.3 %","52.9 %","79.9 %","55.9 %","61.4 %",2022-07-30
"19-44",2021,19,"At least one vaccine dose","49.5 %","33.1 %","34.4 %","60.5 %","31.8 %","40.9 %",2022-07-30
"12-18",2021,19,"At least one vaccine dose","18.1 %","9.4 %","9.5 %","25.2 %","7.8 %","13.1 %",2022-07-30
"12+",2021,19,"At least one vaccine dose","59.2 %","40.5 %","40.9 %","63.3 %","31.1 %","41.8 %",2022-07-30
"65+",2021,19,"Completed vaccine series","90.8 %","86.5 %","76.1 %","94.3 %","83.7 %","70.5 %",2022-07-30
"45-64",2021,19,"Completed vaccine series","53.1 %","50 %","46.8 %","66.4 %","47.5 %","48.9 %",2022-07-30
"19-44",2021,19,"Completed vaccine series","41.9 %","23 %","28.1 %","45.7 %","24.7 %","28.7 %",2022-07-30
"12-18",2021,19,"Completed vaccine series","8.7 %","3.5 %","5.3 %","11.4 %","3.2 %","5.3 %",2022-07-30
"12+",2021,19,"Completed vaccine series","52.7 %","30.6 %","35.3 %","49.6 %","24.6 %","30.7 %",2022-07-30
"65+",2021,18,"At least one vaccine dose","93.6 %","93.8 %","79.2 %","99.6 %","88 %","75.8 %",2022-07-30
"5-11",2021,18,"At least one vaccine dose","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"5+",2021,18,"At least one vaccine dose","53 %","32.5 %","34.1 %","53.7 %","22.6 %","32.9 %",2022-07-30
"45-64",2021,18,"At least one vaccine dose","58.3 %","60.2 %","52 %","78.3 %","54.5 %","59.3 %",2022-07-30
"19-44",2021,18,"At least one vaccine dose","48.3 %","31.2 %","33.4 %","58.6 %","30.6 %","38.7 %",2022-07-30
"12-18",2021,18,"At least one vaccine dose","12.7 %","7.1 %","7.5 %","18.5 %","5.1 %","9.9 %",2022-07-30
"12+",2021,18,"At least one vaccine dose","57.8 %","38.5 %","39.8 %","60.9 %","29.5 %","39.5 %",2022-07-30
"65+",2021,18,"Completed vaccine series","89.7 %","84 %","75.3 %","91.9 %","81.9 %","68.5 %",2022-07-30
"45-64",2021,18,"Completed vaccine series","49.2 %","45.7 %","45 %","58.7 %","43.2 %","43.5 %",2022-07-30
"19-44",2021,18,"Completed vaccine series","37.4 %","20 %","26.1 %","38 %","21.4 %","24.3 %",2022-07-30
"12-18",2021,18,"Completed vaccine series","6.3 %","2.3 %","4.1 %","7.5 %","2.2 %","3.5 %",2022-07-30
"12+",2021,18,"Completed vaccine series","49.4 %","27.7 %","33.6 %","42.8 %","21.9 %","26.6 %",2022-07-30
"65+",2021,17,"At least one vaccine dose","93 %","92.1 %","78.7 %","98.4 %","87.1 %","74.3 %",2022-07-30
"5-11",2021,17,"At least one vaccine dose","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"5+",2021,17,"At least one vaccine dose","51.9 %","30.6 %","33.3 %","51.3 %","21.7 %","31 %",2022-07-30
"45-64",2021,17,"At least one vaccine dose","57 %","57.4 %","51 %","75.5 %","52.8 %","56.7 %",2022-07-30
"19-44",2021,17,"At least one vaccine dose","46.7 %","28.9 %","32.2 %","55.6 %","29.2 %","36.1 %",2022-07-30
"12-18",2021,17,"At least one vaccine dose","11.7 %","5.9 %","6.9 %","16.8 %","4.6 %","8.7 %",2022-07-30
"12+",2021,17,"At least one vaccine dose","56.5 %","36.3 %","38.9 %","58.3 %","28.3 %","37.2 %",2022-07-30
"65+",2021,17,"Completed vaccine series","88.5 %","81.3 %","74.5 %","89.6 %","80.2 %","66.6 %",2022-07-30
"5-11",2021,17,"Completed vaccine series","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"5+",2021,17,"Completed vaccine series","42 %","21.1 %","27.5 %","32.4 %","14.7 %","19.5 %",2022-07-30
"45-64",2021,17,"Completed vaccine series","44.6 %","41.6 %","43.3 %","51.1 %","39 %","38.6 %",2022-07-30
"19-44",2021,17,"Completed vaccine series","32.9 %","17.6 %","24.3 %","31.4 %","18.1 %","20.8 %",2022-07-30
"12-18",2021,17,"Completed vaccine series","4.3 %","1.5 %","3 %","4.9 %","1.3 %","2.4 %",2022-07-30
"12+",2021,17,"Completed vaccine series","45.7 %","25.1 %","32 %","36.8 %","19.2 %","23.4 %",2022-07-30
"65+",2021,16,"At least one vaccine dose","92.2 %","89.9 %","78.1 %","96.6 %","85.6 %","72.4 %",2022-07-30
"5-11",2021,16,"At least one vaccine dose","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"5+",2021,16,"At least one vaccine dose","49.9 %","27.8 %","32.1 %","46.7 %","19.9 %","27.7 %",2022-07-30
"45-64",2021,16,"At least one vaccine dose","54.6 %","53.3 %","49.5 %","70.2 %","49.3 %","52.2 %",2022-07-30
"19-44",2021,16,"At least one vaccine dose","43.9 %","25.4 %","30.6 %","49.8 %","26.4 %","31.7 %",2022-07-30
"12-18",2021,16,"At least one vaccine dose","9.5 %","4 %","5.8 %","12.5 %","3.5 %","6.2 %",2022-07-30
"12+",2021,16,"At least one vaccine dose","54.4 %","33 %","37.5 %","53.1 %","26 %","33.2 %",2022-07-30
"65+",2021,16,"Completed vaccine series","87 %","78.6 %","73.5 %","87.1 %","78.6 %","64.4 %",2022-07-30
